occupation,family_history,treatment,days_indoors,growing_stress,mental_health_history,mood_swings,coping_struggles,work_interest,social_weakness,percentage
Business,-1,-1,Go out Every day,1,-1,-1,-1,0,0,0.008357651778438651
Student,-1,-1,1-14 days,1,-1,0,-1,1,-1,0.008357651778438651
Business,-1,-1,More than 2 months,1,-1,1,-1,1,0,0.008357651778438651
Business,-1,-1,More than 2 months,0,1,0,1,-1,-1,0.008357651778438651
Business,-1,-1,More than 2 months,1,0,-1,-1,0,0,0.008357651778438651
Business,-1,-1,More than 2 months,0,0,-1,1,0,0,0.008357651778438651
Business,-1,-1,More than 2 months,0,-1,0,1,-1,-1,0.008357651778438651
Business,-1,-1,More than 2 months,0,-1,0,-1,1,1,0.008357651778438651
Business,-1,-1,More than 2 months,-1,1,-1,1,-1,0,0.008357651778438651
Business,-1,-1,More than 2 months,1,1,0,-1,-1,0,0.008357651778438651
Business,-1,-1,More than 2 months,-1,0,1,1,0,-1,0.008357651778438651
Business,-1,-1,Go out Every day,1,0,1,-1,1,-1,0.008357651778438651
Housewife,-1,-1,More than 2 months,1,1,-1,-1,-1,1,0.008357651778438651
Housewife,-1,-1,More than 2 months,0,1,0,1,1,-1,0.008357651778438651
Business,-1,-1,Go out Every day,1,0,-1,1,1,-1,0.008357651778438651
Housewife,-1,-1,More than 2 months,0,1,1,-1,-1,0,0.008357651778438651
Housewife,-1,-1,More than 2 months,1,0,0,1,-1,0,0.008357651778438651
Business,-1,-1,Go out Every day,1,-1,0,1,0,0,0.008357651778438651
Business,-1,-1,Go out Every day,1,-1,-1,1,0,0,0.008357651778438651
Business,-1,-1,More than 2 months,-1,0,1,1,0,1,0.008357651778438651
Business,-1,-1,More than 2 months,1,0,-1,-1,-1,0,0.008357651778438651
Others,-1,-1,1-14 days,1,0,1,1,1,1,0.008357651778438651
Others,-1,-1,More than 2 months,1,0,1,1,0,1,0.008357651778438651
Others,-1,-1,15-30 days,-1,1,0,1,-1,-1,0.008357651778438651
Others,-1,-1,More than 2 months,1,-1,1,1,1,0,0.008357651778438651
Others,-1,-1,1-14 days,1,-1,0,1,-1,-1,0.008357651778438651
Others,-1,-1,1-14 days,0,1,0,1,0,-1,0.008357651778438651
Others,-1,-1,1-14 days,0,0,0,-1,-1,0,0.008357651778438651
Others,-1,-1,1-14 days,-1,1,0,1,1,1,0.008357651778438651
Others,-1,-1,15-30 days,-1,-1,0,1,1,-1,0.008357651778438651
Others,-1,-1,15-30 days,-1,-1,0,1,1,1,0.008357651778438651
Others,-1,-1,15-30 days,-1,0,-1,1,0,0,0.008357651778438651
Others,-1,-1,15-30 days,-1,0,-1,1,1,1,0.008357651778438651
Housewife,-1,-1,More than 2 months,1,1,0,1,1,1,0.008357651778438651
Others,-1,-1,31-60 days,0,0,0,-1,-1,-1,0.008357651778438651
Others,-1,-1,31-60 days,0,-1,0,-1,0,1,0.008357651778438651
Others,-1,-1,31-60 days,-1,0,1,1,1,1,0.008357651778438651
Others,-1,-1,31-60 days,-1,0,1,1,0,-1,0.008357651778438651
Others,-1,-1,31-60 days,-1,0,0,-1,1,0,0.008357651778438651
Others,-1,-1,15-30 days,1,1,1,1,0,-1,0.008357651778438651
Others,-1,-1,1-14 days,-1,0,-1,1,-1,0,0.008357651778438651
Others,-1,-1,15-30 days,1,1,1,-1,1,0,0.008357651778438651
Others,-1,-1,15-30 days,1,-1,1,1,-1,1,0.008357651778438651
Others,-1,-1,15-30 days,0,-1,-1,1,-1,0,0.008357651778438651
Others,-1,-1,31-60 days,0,0,-1,1,1,1,0.008357651778438651
Others,-1,-1,More than 2 months,1,0,0,1,0,1,0.008357651778438651
Others,-1,-1,15-30 days,-1,1,-1,-1,-1,1,0.008357651778438651
Others,-1,-1,More than 2 months,1,-1,0,1,0,1,0.008357651778438651
Others,-1,-1,1-14 days,1,-1,-1,-1,0,0,0.008357651778438651
Others,-1,-1,1-14 days,1,0,-1,1,0,-1,0.008357651778438651
Others,-1,-1,More than 2 months,0,1,-1,1,0,0,0.008357651778438651
Others,-1,-1,More than 2 months,0,1,-1,-1,-1,-1,0.008357651778438651
Others,-1,-1,More than 2 months,0,0,-1,1,-1,0,0.008357651778438651
Others,-1,-1,More than 2 months,0,-1,0,1,1,-1,0.008357651778438651
Others,-1,-1,More than 2 months,0,-1,0,-1,1,0,0.008357651778438651
Others,-1,-1,More than 2 months,0,-1,0,-1,0,0,0.008357651778438651
Others,-1,-1,More than 2 months,-1,1,1,1,1,1,0.008357651778438651
Others,-1,-1,More than 2 months,-1,1,1,1,0,-1,0.008357651778438651
Others,-1,-1,More than 2 months,-1,1,1,-1,1,1,0.008357651778438651
Others,-1,-1,More than 2 months,-1,0,-1,-1,0,0,0.008357651778438651
Others,-1,-1,31-60 days,0,1,0,1,0,1,0.008357651778438651
Others,-1,-1,31-60 days,0,1,-1,1,0,-1,0.008357651778438651
Others,-1,-1,15-30 days,-1,-1,-1,1,1,0,0.008357651778438651
Others,-1,-1,1-14 days,1,1,1,1,-1,-1,0.008357651778438651
Others,-1,-1,1-14 days,1,1,1,-1,1,0,0.008357651778438651
Others,-1,-1,1-14 days,1,1,0,-1,-1,-1,0.008357651778438651
Others,-1,-1,1-14 days,1,1,-1,1,1,0,0.008357651778438651
Others,-1,-1,15-30 days,0,-1,-1,-1,0,0,0.008357651778438651
Others,-1,-1,1-14 days,1,0,1,-1,1,0,0.008357651778438651
Others,-1,-1,1-14 days,1,-1,1,1,0,1,0.008357651778438651
Business,-1,-1,15-30 days,1,-1,-1,1,1,0,0.008357651778438651
Housewife,-1,-1,31-60 days,0,1,1,-1,0,0,0.008357651778438651
Business,-1,-1,15-30 days,0,1,1,1,-1,1,0.008357651778438651
Student,-1,-1,Go out Every day,1,1,1,-1,1,0,0.008357651778438651
Student,-1,-1,31-60 days,1,-1,1,1,1,-1,0.008357651778438651
Student,-1,-1,31-60 days,1,0,-1,-1,-1,-1,0.008357651778438651
Student,-1,-1,31-60 days,1,0,0,1,1,0,0.008357651778438651
Student,-1,-1,15-30 days,0,-1,-1,1,1,0,0.008357651778438651
Student,-1,-1,Go out Every day,1,1,0,-1,-1,-1,0.008357651778438651
Student,-1,-1,31-60 days,1,1,-1,-1,1,0,0.008357651778438651
Student,-1,-1,Go out Every day,-1,-1,-1,-1,0,1,0.008357651778438651
Student,-1,-1,Go out Every day,-1,-1,0,1,0,-1,0.008357651778438651
Student,-1,-1,15-30 days,-1,0,0,-1,0,1,0.008357651778438651
Student,-1,-1,Go out Every day,-1,-1,1,1,0,0,0.008357651778438651
Student,-1,-1,More than 2 months,1,0,0,-1,1,1,0.008357651778438651
Student,-1,-1,1-14 days,-1,-1,-1,1,0,0,0.008357651778438651
Student,-1,-1,More than 2 months,1,0,-1,1,0,1,0.008357651778438651
Student,-1,-1,Go out Every day,0,1,-1,-1,-1,1,0.008357651778438651
Student,-1,-1,15-30 days,-1,1,-1,-1,0,-1,0.008357651778438651
Student,-1,-1,Go out Every day,0,0,0,1,1,-1,0.008357651778438651
Student,-1,-1,Go out Every day,0,1,-1,1,-1,0,0.008357651778438651
Student,-1,-1,31-60 days,-1,-1,0,-1,0,0,0.008357651778438651
Student,-1,-1,15-30 days,1,0,1,-1,1,0,0.008357651778438651
Student,-1,-1,15-30 days,-1,1,0,1,-1,0,0.008357651778438651
Student,-1,-1,More than 2 months,1,0,0,1,-1,-1,0.008357651778438651
Student,-1,-1,31-60 days,-1,1,1,-1,-1,-1,0.008357651778438651
Student,-1,-1,31-60 days,0,0,0,1,0,-1,0.008357651778438651
Student,-1,-1,31-60 days,-1,0,0,1,-1,-1,0.008357651778438651
Student,-1,-1,15-30 days,-1,1,0,1,0,-1,0.008357651778438651
Student,-1,-1,31-60 days,0,0,-1,1,0,-1,0.008357651778438651
Housewife,-1,-1,1-14 days,0,1,-1,1,1,1,0.008357651778438651
Housewife,-1,-1,1-14 days,0,1,-1,-1,1,0,0.008357651778438651
Housewife,-1,-1,1-14 days,0,-1,-1,1,1,-1,0.008357651778438651
Housewife,-1,-1,15-30 days,-1,0,1,-1,0,-1,0.008357651778438651
Housewife,-1,-1,Go out Every day,1,-1,1,1,1,-1,0.008357651778438651
Others,-1,-1,15-30 days,1,1,1,-1,0,1,0.008357651778438651
Student,-1,-1,15-30 days,0,-1,1,-1,-1,-1,0.008357651778438651
Student,-1,-1,Go out Every day,1,0,-1,1,-1,1,0.008357651778438651
Student,-1,-1,More than 2 months,1,0,0,1,-1,0,0.008357651778438651
Student,-1,-1,Go out Every day,1,0,-1,1,1,-1,0.008357651778438651
Student,-1,-1,Go out Every day,1,1,0,1,1,1,0.008357651778438651
Student,-1,-1,Go out Every day,1,0,-1,1,1,0,0.008357651778438651
Student,-1,-1,More than 2 months,1,0,1,1,1,-1,0.008357651778438651
Student,-1,-1,15-30 days,0,0,1,-1,1,1,0.008357651778438651
Student,-1,-1,Go out Every day,1,0,0,-1,0,0,0.008357651778438651
Student,-1,-1,15-30 days,-1,0,1,-1,-1,1,0.008357651778438651
Housewife,-1,-1,1-14 days,1,-1,1,1,1,-1,0.008357651778438651
Student,-1,-1,More than 2 months,-1,-1,-1,1,1,1,0.008357651778438651
Student,-1,-1,31-60 days,0,-1,0,-1,1,1,0.008357651778438651
Student,-1,-1,Go out Every day,1,0,0,1,1,0,0.008357651778438651
Student,-1,-1,31-60 days,0,0,-1,1,-1,-1,0.008357651778438651
Housewife,-1,-1,1-14 days,1,0,0,1,-1,-1,0.008357651778438651
Student,-1,-1,Go out Every day,1,1,0,1,0,0,0.008357651778438651
Student,-1,-1,Go out Every day,1,0,0,-1,1,-1,0.008357651778438651
Student,-1,-1,15-30 days,0,-1,0,-1,1,-1,0.008357651778438651
Student,-1,-1,1-14 days,-1,0,1,-1,-1,1,0.008357651778438651
Student,-1,-1,1-14 days,-1,1,-1,-1,-1,1,0.008357651778438651
Student,-1,-1,Go out Every day,-1,1,1,-1,1,-1,0.008357651778438651
Student,-1,-1,1-14 days,-1,1,0,-1,-1,1,0.008357651778438651
Student,-1,-1,15-30 days,-1,-1,1,1,0,-1,0.008357651778438651
Student,-1,-1,1-14 days,1,0,1,1,1,1,0.008357651778438651
Student,-1,-1,1-14 days,1,0,1,-1,1,1,0.008357651778438651
Student,-1,-1,1-14 days,0,-1,1,-1,0,1,0.008357651778438651
Student,-1,-1,15-30 days,-1,-1,0,1,0,0,0.008357651778438651
Student,-1,-1,More than 2 months,0,-1,-1,1,0,1,0.008357651778438651
Student,-1,-1,Go out Every day,-1,0,0,-1,1,0,0.008357651778438651
Student,-1,-1,More than 2 months,0,-1,-1,1,-1,1,0.008357651778438651
Student,-1,-1,1-14 days,1,1,-1,1,-1,1,0.008357651778438651
Student,-1,-1,Go out Every day,-1,0,1,1,1,-1,0.008357651778438651
Business,-1,-1,15-30 days,0,1,1,-1,0,0,0.008357651778438651
Student,-1,-1,1-14 days,1,-1,-1,1,1,1,0.008357651778438651
Student,-1,-1,1-14 days,1,-1,1,-1,-1,0,0.008357651778438651
Student,-1,-1,Go out Every day,0,0,-1,1,-1,1,0.008357651778438651
Student,-1,-1,1-14 days,1,0,1,-1,0,0,0.008357651778438651
Student,-1,-1,1-14 days,-1,1,0,-1,0,-1,0.008357651778438651
Housewife,-1,-1,15-30 days,0,1,1,-1,-1,0,0.008357651778438651
Housewife,-1,-1,31-60 days,0,1,1,1,0,0,0.008357651778438651
Student,-1,-1,Go out Every day,-1,1,1,1,0,0,0.008357651778438651
Student,-1,-1,1-14 days,-1,0,-1,1,0,0,0.008357651778438651
Student,-1,-1,1-14 days,0,0,-1,-1,-1,-1,0.008357651778438651
Student,-1,-1,Go out Every day,-1,0,-1,1,0,1,0.008357651778438651
Student,-1,-1,More than 2 months,0,0,-1,-1,0,-1,0.008357651778438651
Student,-1,-1,Go out Every day,1,-1,-1,-1,0,1,0.008357651778438651
Student,-1,-1,More than 2 months,0,1,1,-1,0,1,0.008357651778438651
Student,-1,-1,15-30 days,0,1,1,1,1,-1,0.008357651778438651
Student,-1,-1,31-60 days,-1,-1,0,1,0,0,0.008357651778438651
Student,-1,-1,More than 2 months,1,-1,-1,-1,-1,0,0.008357651778438651
Student,-1,-1,More than 2 months,1,-1,-1,1,1,1,0.008357651778438651
Student,-1,-1,More than 2 months,1,-1,0,-1,0,0,0.008357651778438651
Student,-1,-1,More than 2 months,1,-1,0,1,0,-1,0.008357651778438651
Student,-1,-1,15-30 days,0,1,1,1,0,-1,0.008357651778438651
Student,-1,-1,More than 2 months,1,-1,1,-1,1,-1,0.008357651778438651
Student,-1,-1,More than 2 months,1,0,-1,-1,1,1,0.008357651778438651
Student,-1,-1,31-60 days,-1,-1,1,-1,1,0,0.008357651778438651
Student,-1,-1,Go out Every day,0,1,1,1,1,1,0.008357651778438651
Student,-1,-1,Go out Every day,-1,0,-1,-1,-1,-1,0.008357651778438651
Student,-1,-1,31-60 days,0,-1,-1,1,-1,1,0.008357651778438651
Student,-1,-1,Go out Every day,-1,0,-1,1,0,-1,0.008357651778438651
Student,-1,-1,Go out Every day,-1,1,-1,-1,1,0,0.008357651778438651
Student,-1,-1,Go out Every day,-1,1,-1,-1,1,1,0.008357651778438651
Student,-1,-1,Go out Every day,-1,1,1,-1,-1,0,0.008357651778438651
Student,-1,-1,More than 2 months,0,-1,0,-1,0,0,0.008357651778438651
Housewife,-1,-1,1-14 days,0,1,0,-1,1,1,0.008357651778438651
Student,-1,-1,Go out Every day,0,1,1,1,0,-1,0.008357651778438651
Student,-1,-1,15-30 days,-1,-1,-1,-1,0,0,0.008357651778438651
Housewife,-1,-1,Go out Every day,1,-1,1,-1,0,-1,0.008357651778438651
Housewife,-1,-1,31-60 days,1,0,0,1,1,0,0.008357651778438651
Housewife,-1,-1,31-60 days,1,1,0,-1,1,-1,0.008357651778438651
Housewife,-1,-1,More than 2 months,0,-1,1,-1,-1,-1,0.008357651778438651
Housewife,-1,-1,More than 2 months,-1,1,1,-1,0,-1,0.008357651778438651
Housewife,-1,-1,More than 2 months,-1,0,0,-1,1,-1,0.008357651778438651
Housewife,-1,-1,More than 2 months,-1,0,-1,1,-1,0,0.008357651778438651
Housewife,-1,-1,More than 2 months,-1,-1,1,-1,1,1,0.008357651778438651
Housewife,-1,-1,Go out Every day,1,1,0,-1,-1,0,0.008357651778438651
Housewife,-1,-1,Go out Every day,1,0,0,-1,1,1,0.008357651778438651
Housewife,-1,-1,Go out Every day,-1,0,-1,-1,0,-1,0.008357651778438651
Housewife,-1,-1,Go out Every day,1,-1,-1,-1,1,1,0.008357651778438651
Corporate,-1,-1,1-14 days,0,0,1,1,-1,-1,0.008357651778438651
Housewife,-1,-1,Go out Every day,0,1,0,1,0,1,0.008357651778438651
Housewife,-1,-1,Go out Every day,0,1,-1,1,0,1,0.008357651778438651
Housewife,-1,-1,Go out Every day,0,1,-1,1,0,0,0.008357651778438651
Housewife,-1,-1,Go out Every day,0,1,-1,1,-1,0,0.008357651778438651
Housewife,-1,-1,Go out Every day,0,0,1,1,-1,1,0.008357651778438651
Housewife,-1,-1,Go out Every day,0,0,1,1,-1,-1,0.008357651778438651
Housewife,-1,-1,Go out Every day,0,-1,0,-1,1,-1,0.008357651778438651
Housewife,-1,-1,15-30 days,0,-1,-1,-1,1,-1,0.008357651778438651
Housewife,-1,-1,Go out Every day,0,-1,-1,1,0,-1,0.008357651778438651
Corporate,-1,-1,15-30 days,1,-1,1,-1,0,-1,0.008357651778438651
Housewife,-1,-1,15-30 days,1,1,0,1,0,0,0.008357651778438651
Housewife,-1,-1,Go out Every day,1,0,0,1,0,-1,0.008357651778438651
Housewife,-1,-1,Go out Every day,0,-1,-1,1,0,0,0.008357651778438651
Housewife,-1,-1,15-30 days,0,0,-1,1,-1,-1,0.008357651778438651
Corporate,-1,-1,15-30 days,1,1,0,1,1,0,0.008357651778438651
Housewife,-1,-1,31-60 days,1,0,0,-1,-1,0,0.008357651778438651
Corporate,-1,-1,15-30 days,1,-1,0,1,1,0,0.008357651778438651
Corporate,-1,-1,15-30 days,1,-1,-1,1,-1,1,0.008357651778438651
Housewife,-1,-1,31-60 days,1,0,-1,-1,-1,0,0.008357651778438651
Housewife,-1,-1,31-60 days,1,-1,-1,1,0,0,0.008357651778438651
Housewife,-1,-1,31-60 days,1,-1,-1,1,-1,1,0.008357651778438651
Housewife,-1,-1,31-60 days,0,1,0,1,0,0,0.008357651778438651
Housewife,-1,-1,31-60 days,0,1,-1,-1,0,0,0.008357651778438651
Housewife,-1,-1,31-60 days,0,-1,1,1,0,-1,0.008357651778438651
Housewife,-1,-1,31-60 days,0,-1,1,1,-1,0,0.008357651778438651
Housewife,-1,-1,31-60 days,0,-1,0,-1,1,0,0.008357651778438651
Housewife,-1,-1,31-60 days,1,0,0,-1,-1,-1,0.008357651778438651
Housewife,-1,-1,31-60 days,-1,1,1,-1,1,1,0.008357651778438651
Housewife,-1,-1,15-30 days,1,1,0,-1,-1,-1,0.008357651778438651
Housewife,-1,-1,15-30 days,1,0,1,1,0,0,0.008357651778438651
Housewife,-1,-1,15-30 days,1,0,1,1,-1,-1,0.008357651778438651
Housewife,-1,-1,15-30 days,1,0,-1,1,1,1,0.008357651778438651
Housewife,-1,-1,15-30 days,1,-1,1,1,0,1,0.008357651778438651
Housewife,-1,-1,15-30 days,0,0,0,1,1,1,0.008357651778438651
Housewife,-1,-1,15-30 days,1,-1,-1,1,1,0,0.008357651778438651
Housewife,-1,-1,Go out Every day,-1,-1,0,1,-1,0,0.008357651778438651
Housewife,-1,-1,1-14 days,1,0,1,1,0,-1,0.008357651778438651
Housewife,-1,-1,Go out Every day,-1,-1,0,-1,0,0,0.008357651778438651
Corporate,-1,-1,15-30 days,-1,1,1,-1,1,-1,0.008357651778438651
Corporate,-1,-1,15-30 days,0,0,1,-1,-1,1,0.008357651778438651
Corporate,-1,-1,15-30 days,0,1,-1,-1,-1,0,0.008357651778438651
Corporate,-1,-1,1-14 days,1,0,1,-1,0,-1,0.008357651778438651
Corporate,-1,-1,1-14 days,-1,-1,-1,-1,1,1,0.008357651778438651
Housewife,-1,-1,1-14 days,-1,0,1,-1,1,-1,0.008357651778438651
Housewife,-1,-1,1-14 days,0,-1,-1,1,0,-1,0.008357651778438651
Housewife,-1,-1,15-30 days,-1,0,-1,1,-1,0,0.008357651778438651
Housewife,-1,-1,15-30 days,-1,0,-1,1,-1,-1,0.008357651778438651
Housewife,-1,-1,1-14 days,1,0,1,-1,1,1,0.008357651778438651
Housewife,-1,-1,15-30 days,-1,-1,1,1,1,-1,0.008357651778438651
Housewife,-1,-1,15-30 days,-1,-1,0,-1,1,1,0.008357651778438651
Housewife,-1,-1,15-30 days,-1,-1,1,1,0,1,0.008357651778438651
Housewife,-1,-1,1-14 days,1,1,1,1,-1,0,0.008357651778438651
Housewife,-1,-1,1-14 days,1,1,1,-1,1,1,0.008357651778438651
Housewife,-1,-1,1-14 days,1,1,1,-1,-1,1,0.008357651778438651
Housewife,-1,-1,1-14 days,1,1,0,1,1,0,0.008357651778438651
Housewife,-1,-1,1-14 days,1,1,0,1,-1,0,0.008357651778438651
Housewife,-1,-1,1-14 days,1,1,0,-1,0,0,0.008357651778438651
Housewife,-1,-1,1-14 days,1,1,-1,1,1,1,0.008357651778438651
Housewife,-1,-1,1-14 days,1,1,-1,1,0,1,0.008357651778438651
Student,-1,-1,More than 2 months,-1,1,0,-1,0,-1,0.008357651778438651
Housewife,-1,-1,15-30 days,-1,1,0,1,1,0,0.008357651778438651
Corporate,-1,-1,15-30 days,0,0,-1,-1,1,0,0.008357651778438651
Housewife,-1,-1,15-30 days,-1,-1,1,-1,-1,0,0.008357651778438651
Housewife,-1,-1,Go out Every day,-1,-1,0,-1,1,0,0.008357651778438651
Corporate,-1,-1,1-14 days,1,-1,0,-1,-1,-1,0.008357651778438651
Housewife,-1,-1,More than 2 months,0,0,-1,-1,-1,0,0.008357651778438651
Housewife,-1,-1,15-30 days,-1,0,1,-1,1,-1,0.008357651778438651
Housewife,-1,-1,15-30 days,-1,0,0,-1,1,-1,0.008357651778438651
Corporate,-1,-1,1-14 days,-1,1,1,1,-1,1,0.008357651778438651
Corporate,-1,-1,15-30 days,-1,1,-1,1,0,0,0.008357651778438651
Corporate,-1,-1,1-14 days,-1,1,1,1,1,1,0.008357651778438651
Corporate,-1,-1,15-30 days,0,-1,1,1,-1,-1,0.008357651778438651
Corporate,-1,-1,1-14 days,0,-1,-1,-1,1,0,0.008357651778438651
Corporate,-1,-1,1-14 days,0,-1,-1,1,0,-1,0.008357651778438651
Corporate,-1,-1,1-14 days,0,0,1,1,1,-1,0.008357651778438651
Corporate,-1,-1,1-14 days,1,-1,1,-1,1,1,0.008357651778438651
Corporate,-1,-1,1-14 days,1,0,-1,-1,-1,-1,0.008357651778438651
Corporate,-1,-1,1-14 days,1,0,0,1,0,1,0.008357651778438651
Corporate,-1,-1,1-14 days,-1,0,1,1,-1,-1,0.008357651778438651
Corporate,-1,-1,1-14 days,1,0,1,-1,-1,0,0.008357651778438651
Corporate,-1,-1,1-14 days,1,1,0,-1,-1,1,0.008357651778438651
Corporate,-1,-1,1-14 days,1,1,0,-1,1,1,0.008357651778438651
Corporate,-1,-1,15-30 days,-1,-1,-1,-1,-1,1,0.008357651778438651
Corporate,-1,-1,15-30 days,-1,1,0,1,0,1,0.008357651778438651
Housewife,-1,-1,1-14 days,1,1,-1,1,1,-1,0.008357651778438651
Corporate,-1,1,1-14 days,1,0,1,-1,0,-1,0.008009416287670374
Corporate,-1,1,1-14 days,1,0,-1,-1,-1,-1,0.008009416287670374
Corporate,-1,1,1-14 days,1,0,0,1,0,1,0.008009416287670374
Corporate,-1,1,1-14 days,1,0,1,-1,-1,0,0.008009416287670374
Corporate,-1,1,1-14 days,0,0,1,1,1,-1,0.008009416287670374
Corporate,-1,1,15-30 days,0,0,-1,-1,1,0,0.008009416287670374
Others,-1,1,More than 2 months,-1,0,-1,-1,-1,-1,0.008009416287670374
Others,-1,1,31-60 days,0,1,0,1,0,1,0.008009416287670374
Others,-1,1,More than 2 months,-1,-1,1,-1,-1,0,0.008009416287670374
Housewife,-1,1,15-30 days,-1,-1,0,-1,1,1,0.008009416287670374
Housewife,-1,1,1-14 days,1,1,1,1,-1,0,0.008009416287670374
Housewife,-1,1,1-14 days,1,1,-1,1,0,1,0.008009416287670374
Housewife,-1,1,1-14 days,1,0,1,1,0,-1,0.008009416287670374
Housewife,-1,1,1-14 days,1,1,1,-1,1,1,0.008009416287670374
Housewife,-1,1,1-14 days,1,1,1,-1,-1,1,0.008009416287670374
Housewife,-1,1,1-14 days,1,1,0,1,1,0,0.008009416287670374
Housewife,-1,1,1-14 days,1,1,0,1,-1,0,0.008009416287670374
Housewife,-1,1,1-14 days,1,1,0,-1,0,0,0.008009416287670374
Housewife,-1,1,1-14 days,1,1,-1,1,1,1,0.008009416287670374
Housewife,-1,1,1-14 days,1,1,-1,1,1,-1,0.008009416287670374
Housewife,-1,1,1-14 days,1,0,1,-1,1,1,0.008009416287670374
Corporate,-1,1,1-14 days,1,-1,0,-1,-1,-1,0.008009416287670374
Housewife,-1,1,1-14 days,1,0,0,1,-1,-1,0.008009416287670374
Business,-1,1,More than 2 months,1,-1,1,-1,1,0,0.008009416287670374
Corporate,-1,1,15-30 days,1,-1,0,1,1,0,0.008009416287670374
Corporate,-1,1,1-14 days,1,-1,1,-1,1,1,0.008009416287670374
Corporate,-1,1,1-14 days,0,-1,-1,-1,1,0,0.008009416287670374
Corporate,-1,1,1-14 days,0,0,1,1,-1,-1,0.008009416287670374
Housewife,-1,1,1-14 days,1,-1,1,1,1,-1,0.008009416287670374
Corporate,-1,1,15-30 days,0,0,1,-1,-1,1,0.008009416287670374
Housewife,-1,1,15-30 days,-1,-1,1,-1,-1,0,0.008009416287670374
Corporate,-1,1,15-30 days,0,1,-1,-1,-1,0,0.008009416287670374
Corporate,-1,1,15-30 days,-1,1,-1,1,0,0,0.008009416287670374
Corporate,-1,1,15-30 days,1,-1,-1,1,-1,1,0.008009416287670374
Corporate,-1,1,15-30 days,1,-1,1,-1,0,-1,0.008009416287670374
Corporate,-1,1,15-30 days,1,1,0,1,1,0,0.008009416287670374
Corporate,-1,1,31-60 days,-1,-1,1,1,1,0,0.008009416287670374
Others,-1,1,More than 2 months,-1,0,-1,-1,0,0,0.008009416287670374
Corporate,-1,1,31-60 days,-1,1,0,1,-1,0,0.008009416287670374
Corporate,-1,1,31-60 days,0,-1,-1,-1,-1,0,0.008009416287670374
Corporate,-1,1,15-30 days,-1,-1,-1,-1,-1,1,0.008009416287670374
Corporate,-1,1,1-14 days,1,1,0,-1,-1,1,0.008009416287670374
Business,-1,1,More than 2 months,1,0,-1,-1,0,0,0.008009416287670374
Business,-1,1,More than 2 months,1,1,0,-1,-1,0,0.008009416287670374
Corporate,-1,1,1-14 days,-1,0,1,1,-1,-1,0.008009416287670374
Corporate,-1,1,1-14 days,-1,1,1,1,-1,1,0.008009416287670374
Corporate,-1,1,1-14 days,-1,1,1,1,1,1,0.008009416287670374
Corporate,-1,1,1-14 days,1,1,0,-1,1,1,0.008009416287670374
Corporate,-1,1,1-14 days,0,-1,-1,1,0,-1,0.008009416287670374
Housewife,-1,1,31-60 days,1,0,0,1,1,0,0.008009416287670374
Housewife,-1,1,31-60 days,0,1,1,-1,0,0,0.008009416287670374
Housewife,-1,1,1-14 days,0,1,-1,-1,1,0,0.008009416287670374
Housewife,-1,1,Go out Every day,-1,-1,0,-1,0,0,0.008009416287670374
Housewife,-1,1,31-60 days,0,-1,1,1,0,-1,0.008009416287670374
Housewife,-1,1,31-60 days,0,-1,1,1,-1,0,0.008009416287670374
Housewife,-1,1,31-60 days,0,-1,0,-1,1,0,0.008009416287670374
Housewife,-1,1,31-60 days,-1,1,1,-1,1,1,0.008009416287670374
Housewife,-1,1,15-30 days,1,1,0,1,0,0,0.008009416287670374
Housewife,-1,1,15-30 days,1,1,0,-1,-1,-1,0.008009416287670374
Housewife,-1,1,15-30 days,-1,0,-1,1,-1,0,0.008009416287670374
Others,-1,1,More than 2 months,1,0,1,1,0,1,0.008009416287670374
Housewife,-1,1,15-30 days,-1,0,0,-1,1,-1,0.008009416287670374
Housewife,-1,1,15-30 days,-1,1,0,1,1,0,0.008009416287670374
Housewife,-1,1,31-60 days,1,0,0,-1,-1,0,0.008009416287670374
Housewife,-1,1,15-30 days,0,-1,-1,-1,1,-1,0.008009416287670374
Housewife,-1,1,Go out Every day,0,1,-1,1,0,0,0.008009416287670374
Housewife,-1,1,15-30 days,0,0,-1,1,-1,-1,0.008009416287670374
Housewife,-1,1,15-30 days,0,1,1,-1,-1,0,0.008009416287670374
Housewife,-1,1,15-30 days,1,-1,-1,1,1,0,0.008009416287670374
Housewife,-1,1,15-30 days,1,-1,1,1,0,1,0.008009416287670374
Housewife,-1,1,15-30 days,1,0,-1,1,1,1,0.008009416287670374
Housewife,-1,1,15-30 days,1,0,1,1,-1,-1,0.008009416287670374
Housewife,-1,1,15-30 days,-1,0,1,-1,1,-1,0.008009416287670374
Housewife,-1,1,1-14 days,0,1,0,-1,1,1,0.008009416287670374
Housewife,-1,1,31-60 days,0,1,-1,-1,0,0,0.008009416287670374
Housewife,-1,1,15-30 days,-1,0,1,-1,0,-1,0.008009416287670374
Corporate,-1,1,15-30 days,-1,1,1,-1,1,-1,0.008009416287670374
Housewife,-1,1,31-60 days,1,1,0,-1,1,-1,0.008009416287670374
Housewife,-1,1,1-14 days,0,-1,-1,1,1,-1,0.008009416287670374
Housewife,-1,1,1-14 days,0,-1,-1,1,0,-1,0.008009416287670374
Housewife,-1,1,1-14 days,-1,0,1,-1,1,-1,0.008009416287670374
Housewife,-1,1,Go out Every day,-1,-1,0,-1,1,0,0.008009416287670374
