self_employed,family_history,treatment,days_indoors,growing_stress,changes_habits,mental_health_history,mood_swings,coping_struggles,work_interest,social_weakness,mental_health_interview,care_options,mental_health_severity,candidacy_rating,feature_3,count
No,-1,-1,Go out Every day,-1,1,0,0,1,1,0,No,No,2,-2,2,94
No,-1,-1,1-14 days,-1,0,1,0,-1,-1,0,No,No,-2,-2,-2,94
No,-1,-1,15-30 days,1,-1,1,1,1,0,0,No,No,3,-1,2,94
No,-1,-1,15-30 days,0,-1,1,0,1,0,0,No,No,1,-2,1,94
No,-1,-1,Go out Every day,-1,1,0,-1,-1,0,1,No,No,-1,-2,-1,94
No,-1,-1,1-14 days,-1,0,1,-1,-1,1,1,No,No,0,-2,0,94
No,-1,-1,Go out Every day,0,-1,0,1,1,-1,0,No,No,0,-3,1,94
No,-1,-1,Go out Every day,-1,-1,0,-1,1,-1,0,No,No,-3,-4,-1,94
No,-1,-1,15-30 days,1,-1,1,0,1,0,0,No,No,2,-1,1,94
No,-1,-1,1-14 days,-1,0,0,1,1,-1,-1,No,No,-1,-3,0,94
No,-1,-1,1-14 days,-1,1,-1,1,1,1,1,No,No,3,-3,4,94
No,-1,-1,Go out Every day,-1,1,1,-1,1,0,0,No,No,1,-1,0,94
No,-1,-1,Go out Every day,-1,1,-1,1,-1,0,0,No,No,-1,-3,0,94
No,-1,-1,Go out Every day,0,-1,0,1,1,1,0,No,No,2,-3,3,94
No,-1,-1,1-14 days,-1,0,0,1,-1,1,0,No,No,0,-3,1,94
No,-1,-1,15-30 days,1,-1,0,1,-1,0,0,No,No,0,-2,0,94
No,-1,-1,15-30 days,0,-1,1,1,-1,-1,0,No,No,-1,-2,-1,94
No,-1,-1,1-14 days,-1,1,-1,1,1,-1,0,No,No,0,-3,1,94
No,-1,-1,15-30 days,1,-1,0,0,-1,-1,0,No,No,-2,-2,-2,94
No,-1,-1,15-30 days,1,-1,0,-1,-1,-1,-1,No,No,-4,-2,-4,94
No,-1,-1,15-30 days,0,0,-1,0,1,0,1,No,No,1,-3,2,94
No,-1,-1,Go out Every day,-1,1,-1,0,1,-1,0,No,No,-1,-3,0,94
No,-1,-1,15-30 days,1,0,1,0,-1,0,1,No,No,2,0,0,94
No,-1,-1,Go out Every day,0,-1,0,-1,1,1,1,No,No,1,-3,2,94
No,-1,-1,Go out Every day,-1,1,-1,0,-1,-1,0,No,No,-3,-3,-2,94
No,-1,-1,15-30 days,1,0,-1,0,-1,0,1,No,No,0,-2,0,94
No,-1,-1,15-30 days,1,0,1,0,-1,0,0,No,No,1,0,-1,94
No,-1,-1,Go out Every day,0,-1,0,-1,-1,1,1,No,No,-1,-3,0,94
No,-1,-1,1-14 days,-1,1,-1,0,1,1,0,No,No,1,-3,2,94
No,-1,-1,Go out Every day,-1,-1,-1,0,-1,1,1,No,No,-2,-5,1,94
No,-1,-1,15-30 days,1,0,1,0,-1,0,-1,No,No,0,0,-2,94
No,-1,-1,15-30 days,0,-1,0,1,1,0,0,No,No,1,-3,2,94
No,-1,-1,1-14 days,-1,1,-1,0,1,0,-1,No,No,-1,-3,0,94
No,-1,-1,Go out Every day,0,-1,-1,1,1,1,0,No,No,1,-4,3,94
No,-1,-1,1-14 days,-1,1,-1,0,-1,0,-1,No,No,-3,-3,-2,94
No,-1,-1,15-30 days,1,0,0,1,-1,0,-1,No,No,0,-1,-1,94
No,-1,-1,Go out Every day,0,-1,-1,0,1,-1,-1,No,No,-3,-4,-1,94
No,-1,-1,1-14 days,-1,0,1,0,-1,0,1,No,No,0,-2,0,94
No,-1,-1,1-14 days,-1,1,-1,-1,-1,0,-1,No,No,-4,-3,-3,94
No,-1,-1,Go out Every day,-1,-1,-1,0,1,-1,1,No,No,-2,-5,1,94
No,-1,-1,15-30 days,0,-1,1,0,-1,0,-1,No,No,-2,-2,-2,94
No,-1,-1,1-14 days,-1,0,1,1,1,0,-1,No,No,1,-2,1,94
No,-1,-1,15-30 days,0,-1,0,0,-1,0,1,No,No,-1,-3,0,94
No,-1,-1,1-14 days,-1,1,-1,1,1,0,0,No,No,1,-3,2,94
No,-1,-1,15-30 days,1,0,-1,0,-1,0,0,No,No,-1,-2,-1,94
No,-1,-1,15-30 days,0,-1,1,0,-1,1,0,No,No,0,-2,0,94
No,-1,-1,Go out Every day,-1,1,1,1,-1,0,0,No,No,1,-1,0,94
No,-1,-1,15-30 days,0,-1,1,0,-1,1,1,No,No,1,-2,1,94
No,-1,-1,1-14 days,-1,0,-1,1,-1,0,1,No,No,-1,-4,1,94
No,-1,-1,15-30 days,1,-1,0,0,1,1,1,No,No,3,-2,3,94
No,-1,-1,Go out Every day,-1,-1,0,0,-1,0,0,No,No,-3,-4,-1,94
No,-1,-1,Go out Every day,-1,0,0,0,-1,0,-1,No,No,-3,-3,-2,94
No,-1,-1,Go out Every day,-1,-1,1,-1,1,1,0,No,No,0,-3,1,94
No,-1,-1,15-30 days,0,0,0,-1,1,-1,0,No,No,-1,-2,-1,94
No,-1,-1,1-14 days,-1,-1,0,0,1,-1,-1,No,No,-3,-4,-1,94
No,-1,-1,Go out Every day,0,-1,1,-1,1,-1,-1,No,No,-2,-2,-2,94
No,-1,-1,15-30 days,0,1,1,0,1,1,1,No,No,5,0,3,94
No,-1,-1,15-30 days,0,0,0,1,-1,-1,0,No,No,-1,-2,-1,94
No,-1,-1,Go out Every day,-1,0,1,-1,1,0,0,No,No,0,-2,0,94
No,-1,-1,Go out Every day,-1,-1,1,0,-1,-1,0,No,No,-3,-3,-2,94
No,-1,-1,1-14 days,-1,-1,0,0,-1,-1,-1,No,No,-5,-4,-3,94
No,-1,-1,15-30 days,0,1,1,0,-1,-1,0,No,No,0,0,-2,94
No,-1,-1,1-14 days,-1,-1,-1,1,-1,1,0,No,No,-2,-5,1,94
No,-1,-1,1-14 days,-1,-1,1,-1,-1,0,-1,No,No,-4,-3,-3,94
No,-1,-1,15-30 days,0,1,1,-1,-1,-1,-1,No,No,-2,0,-4,94
No,-1,-1,15-30 days,0,0,1,-1,-1,1,1,No,No,1,-1,0,94
No,-1,-1,Go out Every day,-1,0,0,-1,-1,1,-1,No,No,-3,-3,-2,94
No,-1,-1,1-14 days,-1,-1,-1,-1,1,-1,0,No,No,-4,-5,-1,94
No,-1,-1,Go out Every day,-1,-1,1,0,-1,1,0,No,No,-1,-3,0,94
No,-1,-1,1-14 days,-1,-1,-1,-1,-1,0,1,No,No,-4,-5,-1,94
No,-1,-1,15-30 days,0,1,-1,1,1,1,0,No,No,3,-2,3,94
No,-1,-1,Go out Every day,-1,0,-1,1,-1,-1,0,No,No,-3,-4,-1,94
No,-1,-1,1-14 days,-1,-1,-1,-1,-1,0,-1,No,No,-6,-5,-3,94
No,-1,-1,Go out Every day,-1,0,-1,-1,1,1,0,No,No,-1,-4,1,94
No,-1,-1,Go out Every day,-1,0,1,1,-1,-1,-1,No,No,-2,-2,-2,94
No,-1,-1,1-14 days,-1,1,0,-1,-1,-1,0,No,No,-3,-2,-3,94
No,-1,-1,15-30 days,0,0,0,-1,-1,1,0,No,No,-1,-2,-1,94
No,-1,-1,15-30 days,0,1,1,1,1,1,1,No,No,6,0,4,94
No,-1,-1,Go out Every day,-1,1,-1,-1,1,1,1,No,No,1,-3,2,94
No,-1,-1,1-14 days,-1,0,-1,-1,-1,-1,1,No,No,-4,-4,-2,94
No,-1,-1,Go out Every day,-1,1,-1,-1,1,0,0,No,No,-1,-3,0,94
No,-1,-1,15-30 days,1,0,1,1,-1,1,-1,No,No,2,0,0,94
No,-1,-1,15-30 days,1,-1,-1,1,1,0,-1,No,No,0,-3,1,94
No,-1,-1,15-30 days,0,0,0,-1,-1,0,0,No,No,-2,-2,-2,94
No,-1,-1,1-14 days,-1,-1,1,-1,-1,1,-1,No,No,-3,-3,-2,94
No,-1,-1,Go out Every day,0,-1,0,-1,1,0,-1,No,No,-2,-3,-1,94
No,-1,-1,Go out Every day,-1,1,-1,-1,-1,-1,1,No,No,-3,-3,-2,94
No,-1,-1,15-30 days,1,1,1,-1,1,-1,-1,No,Yes,1,1,-2,87
No,1,1,1-14 days,-1,1,-1,-1,1,1,1,No,No,1,1,2,80
No,1,1,1-14 days,1,0,-1,-1,-1,0,-1,No,No,-3,2,-3,80
No,1,1,More than 2 months,1,1,0,1,-1,1,1,No,No,4,4,2,80
No,1,1,31-60 days,0,0,-1,-1,1,-1,1,No,No,-1,1,0,80
No,1,1,More than 2 months,1,0,1,0,1,1,0,No,No,4,4,2,80
No,-1,1,More than 2 months,1,0,1,0,1,1,0,No,Yes,4,2,2,78
No,-1,1,More than 2 months,1,1,0,1,-1,1,1,No,Yes,4,2,2,78
No,-1,1,1-14 days,1,0,-1,-1,-1,0,-1,No,Yes,-3,0,-3,78
No,-1,1,31-60 days,0,0,-1,-1,1,-1,1,No,Yes,-1,-1,0,78
No,-1,1,1-14 days,-1,1,-1,-1,1,1,1,No,Yes,1,-1,2,78
No,-1,-1,15-30 days,1,1,1,-1,1,-1,-1,Maybe,Not sure,1,1,-2,75
No,1,-1,15-30 days,1,1,1,-1,1,-1,-1,No,No,1,3,-2,75
No,1,1,31-60 days,0,1,0,-1,1,-1,-1,No,Yes,-1,3,-2,69
No,1,1,More than 2 months,0,1,-1,0,-1,1,1,No,Yes,1,2,1,69
No,1,1,1-14 days,1,1,-1,-1,1,1,1,No,Yes,3,3,2,69
No,1,1,More than 2 months,0,1,-1,1,-1,-1,-1,No,Yes,-2,2,-2,69
No,1,1,1-14 days,0,0,0,-1,-1,-1,-1,No,Yes,-4,2,-4,69
No,1,1,1-14 days,-1,0,1,0,1,1,1,No,Yes,3,2,3,69
No,1,1,1-14 days,0,1,0,1,1,1,-1,No,Yes,3,3,2,69
No,1,1,More than 2 months,1,-1,0,0,-1,0,1,No,Yes,0,2,0,69
No,1,1,More than 2 months,0,1,0,0,-1,-1,-1,No,Yes,-2,3,-3,69
No,1,1,More than 2 months,-1,1,-1,1,1,1,1,No,Yes,3,1,4,69
No,1,1,1-14 days,0,1,1,-1,-1,1,0,No,Yes,1,4,-1,69
No,1,1,31-60 days,1,0,1,-1,-1,-1,1,No,Yes,0,4,-2,69
No,1,1,31-60 days,1,0,0,1,-1,-1,0,No,Yes,0,3,-1,69
No,1,1,31-60 days,-1,0,-1,-1,1,1,0,No,Yes,-1,0,1,69
No,1,1,31-60 days,1,0,0,0,-1,-1,-1,No,Yes,-2,3,-3,69
No,1,1,15-30 days,0,0,0,1,-1,1,1,No,Yes,2,2,2,69
No,1,1,15-30 days,1,-1,-1,-1,-1,-1,1,No,Yes,-3,1,-2,69
No,1,1,15-30 days,1,1,-1,-1,1,1,0,No,Yes,2,3,1,69
No,1,1,Go out Every day,-1,1,1,0,-1,1,0,No,Yes,1,3,0,69
No,-1,-1,15-30 days,1,1,1,-1,1,-1,-1,Maybe,No,1,1,-2,69
No,1,1,Go out Every day,0,1,1,1,1,0,-1,No,Yes,3,4,1,69
No,1,1,Go out Every day,1,-1,-1,1,-1,1,-1,No,Yes,-1,1,0,69
No,-1,1,More than 2 months,1,1,0,1,-1,1,1,No,No,4,2,2,66
No,-1,1,31-60 days,0,0,-1,-1,1,-1,1,No,No,-1,-1,0,66
No,-1,1,More than 2 months,1,0,1,0,1,1,0,No,No,4,2,2,66
No,-1,1,1-14 days,-1,1,-1,-1,1,1,1,No,No,1,-1,2,66
No,-1,1,1-14 days,1,0,-1,-1,-1,0,-1,No,No,-3,0,-3,66
No,-1,-1,1-14 days,1,1,-1,-1,1,1,1,No,Not sure,3,-1,2,64
No,-1,-1,31-60 days,1,0,0,0,-1,-1,-1,No,Not sure,-2,-1,-3,64
No,-1,-1,31-60 days,1,0,0,1,-1,-1,0,No,Not sure,0,-1,-1,64
No,-1,-1,15-30 days,0,0,0,1,-1,1,1,No,Not sure,2,-2,2,64
No,-1,-1,1-14 days,0,1,1,-1,-1,1,0,No,Not sure,1,0,-1,64
No,-1,-1,31-60 days,-1,0,-1,-1,1,1,0,No,Not sure,-1,-4,1,64
No,-1,-1,31-60 days,1,0,1,-1,-1,-1,1,No,Not sure,0,0,-2,64
No,-1,-1,1-14 days,-1,0,1,0,1,1,1,No,Not sure,3,-2,3,64
No,-1,-1,More than 2 months,-1,1,-1,1,1,1,1,No,Not sure,3,-3,4,64
No,-1,-1,More than 2 months,0,1,-1,1,-1,-1,-1,No,Not sure,-2,-2,-2,64
No,-1,-1,1-14 days,0,1,0,1,1,1,-1,No,Not sure,3,-1,2,64
No,-1,-1,Go out Every day,0,1,1,1,1,0,-1,No,Not sure,3,0,1,64
No,-1,-1,1-14 days,0,0,0,-1,-1,-1,-1,No,Not sure,-4,-2,-4,64
No,-1,-1,15-30 days,1,1,-1,-1,1,1,0,No,Not sure,2,-1,1,64
No,-1,-1,More than 2 months,1,-1,0,0,-1,0,1,No,Not sure,0,-2,0,64
No,-1,-1,15-30 days,1,-1,-1,-1,-1,-1,1,No,Not sure,-3,-3,-2,64
No,-1,-1,31-60 days,0,1,0,-1,1,-1,-1,No,Not sure,-1,-1,-2,64
No,-1,-1,More than 2 months,0,1,-1,0,-1,1,1,No,Not sure,1,-2,1,64
No,-1,-1,More than 2 months,0,1,0,0,-1,-1,-1,No,Not sure,-2,-1,-3,64
No,-1,-1,Go out Every day,1,-1,-1,1,-1,1,-1,No,Not sure,-1,-3,0,64
No,-1,-1,Go out Every day,-1,1,1,0,-1,1,0,No,Not sure,1,-1,0,64
No,-1,1,15-30 days,1,1,1,-1,1,-1,-1,No,Not sure,1,3,-2,63
No,1,1,15-30 days,1,1,1,-1,1,-1,-1,No,Not sure,1,5,-2,60
No,-1,-1,More than 2 months,1,0,1,0,1,1,0,No,Yes,4,0,2,58
No,-1,-1,1-14 days,1,0,-1,-1,-1,0,-1,No,Yes,-3,-2,-3,58
No,-1,-1,1-14 days,-1,1,-1,-1,1,1,1,No,Yes,1,-3,2,58
No,-1,-1,31-60 days,0,0,-1,-1,1,-1,1,No,Yes,-1,-3,0,58
No,-1,-1,More than 2 months,1,1,0,1,-1,1,1,No,Yes,4,0,2,58
No,-1,-1,More than 2 months,1,0,1,0,-1,1,0,No,Not sure,2,0,0,53
No,-1,-1,More than 2 months,1,0,1,0,1,-1,0,No,Not sure,2,0,0,53
No,-1,-1,15-30 days,1,1,1,1,1,-1,1,No,Not sure,5,1,2,53
No,-1,-1,15-30 days,0,0,-1,0,1,0,1,No,Not sure,1,-3,2,53
No,-1,-1,More than 2 months,1,0,1,0,1,0,1,No,Not sure,4,0,2,53
No,-1,-1,Go out Every day,1,1,-1,0,1,0,1,No,Not sure,3,-1,2,53
No,-1,-1,1-14 days,1,0,-1,0,-1,0,1,No,Not sure,0,-2,0,53
No,-1,-1,15-30 days,-1,-1,1,0,-1,0,1,No,Not sure,-1,-3,0,53
No,-1,-1,1-14 days,0,-1,-1,-1,1,-1,-1,No,Not sure,-4,-4,-2,53
No,-1,-1,Go out Every day,1,1,-1,0,1,0,0,No,Not sure,2,-1,1,53
No,-1,-1,1-14 days,1,0,-1,0,-1,0,0,No,Not sure,-1,-2,-1,53
No,-1,-1,31-60 days,1,1,1,-1,-1,0,-1,No,Not sure,0,1,-3,53
No,-1,-1,15-30 days,1,-1,0,-1,-1,-1,-1,No,Not sure,-4,-2,-4,53
No,-1,-1,15-30 days,1,-1,0,0,-1,-1,0,No,Not sure,-2,-2,-2,53
No,-1,-1,31-60 days,0,-1,0,1,1,-1,1,No,Not sure,1,-3,2,53
No,-1,-1,Go out Every day,0,-1,1,1,-1,1,0,No,Not sure,1,-2,1,53
No,-1,-1,15-30 days,1,0,1,0,-1,0,1,No,Not sure,2,0,0,53
No,-1,-1,Go out Every day,1,1,-1,1,1,-1,0,No,Not sure,2,-1,1,53
No,-1,-1,Go out Every day,-1,1,-1,-1,1,0,0,No,Not sure,-1,-3,0,53
No,1,1,More than 2 months,0,1,0,0,-1,-1,-1,No,No,-2,3,-3,53
No,-1,-1,31-60 days,1,0,-1,0,1,0,0,No,Not sure,1,-2,1,53
No,-1,-1,1-14 days,1,0,0,-1,1,-1,0,No,Not sure,0,-1,-1,53
No,-1,-1,Go out Every day,1,1,0,1,1,-1,0,No,Not sure,3,0,1,53
No,-1,-1,1-14 days,-1,0,-1,-1,-1,-1,1,No,Not sure,-4,-4,-2,53
No,-1,-1,15-30 days,1,1,0,1,-1,1,0,No,Not sure,3,0,1,53
No,-1,-1,1-14 days,1,0,0,-1,-1,1,0,No,Not sure,0,-1,-1,53
No,-1,-1,Go out Every day,-1,1,-1,-1,1,1,1,No,Not sure,1,-3,2,53
No,1,1,1-14 days,1,1,-1,-1,1,1,1,No,No,3,3,2,53
No,-1,-1,31-60 days,1,0,-1,1,-1,1,0,No,Not sure,1,-2,1,53
No,-1,-1,More than 2 months,1,0,-1,1,-1,0,0,No,Not sure,0,-2,0,53
No,1,1,More than 2 months,0,1,-1,1,-1,-1,-1,No,No,-2,2,-2,53
No,-1,-1,More than 2 months,1,0,-1,1,1,-1,0,No,Not sure,1,-2,1,53
No,-1,-1,1-14 days,1,0,-1,1,1,0,1,No,Not sure,3,-2,3,53
No,-1,-1,1-14 days,-1,0,-1,1,-1,0,1,No,Not sure,-1,-4,1,53
No,-1,-1,More than 2 months,1,0,0,-1,-1,0,-1,No,Not sure,-2,-1,-3,53
No,-1,-1,15-30 days,1,-1,-1,1,1,0,-1,No,Not sure,0,-3,1,53
No,-1,-1,15-30 days,-1,-1,1,-1,-1,1,1,No,Not sure,-1,-3,0,53
No,-1,-1,Go out Every day,-1,-1,0,0,-1,0,0,No,Not sure,-3,-4,-1,53
No,-1,-1,1-14 days,1,0,-1,1,1,0,-1,No,Not sure,1,-2,1,53
No,1,1,More than 2 months,0,1,-1,0,-1,1,1,No,No,1,2,1,53
No,-1,-1,31-60 days,1,0,-1,1,-1,1,1,No,Not sure,2,-2,2,53
No,-1,-1,More than 2 months,1,0,0,-1,1,1,1,No,Not sure,3,-1,2,53
No,-1,-1,31-60 days,0,-1,1,-1,1,0,1,No,Not sure,1,-2,1,53
No,-1,-1,More than 2 months,1,1,0,-1,-1,1,0,No,Not sure,1,0,-1,53
No,-1,-1,More than 2 months,1,0,0,0,-1,1,-1,No,Not sure,0,-1,-1,53
No,-1,-1,Go out Every day,1,1,-1,0,1,1,0,No,Not sure,3,-1,2,53
No,-1,-1,1-14 days,1,0,-1,0,1,1,1,No,Not sure,3,-2,3,53
No,-1,-1,Go out Every day,-1,1,-1,0,-1,-1,0,No,Not sure,-3,-3,-2,53
No,-1,-1,15-30 days,-1,-1,1,1,-1,0,-1,No,Not sure,-2,-3,-1,53
No,-1,-1,More than 2 months,1,1,0,0,-1,1,0,No,Not sure,2,0,0,53
No,-1,-1,31-60 days,0,-1,0,0,-1,1,0,No,Not sure,-1,-3,0,53
No,-1,-1,More than 2 months,1,1,0,0,-1,0,0,No,Not sure,1,0,-1,53
No,-1,-1,15-30 days,-1,0,-1,1,-1,-1,-1,No,Not sure,-4,-4,-2,53
No,1,1,15-30 days,1,1,-1,-1,1,1,0,No,No,2,3,1,53
No,-1,-1,1-14 days,-1,1,0,-1,1,-1,1,No,Not sure,0,-2,0,53
No,-1,-1,15-30 days,-1,0,-1,1,-1,0,1,No,Not sure,-1,-4,1,53
No,-1,-1,31-60 days,-1,1,1,1,-1,-1,0,No,Not sure,0,-1,-1,53
No,-1,-1,31-60 days,1,0,0,-1,1,-1,0,No,Not sure,0,-1,-1,53
No,-1,-1,1-14 days,1,-1,0,1,-1,-1,-1,No,Not sure,-2,-2,-2,53
No,-1,-1,Go out Every day,1,0,1,-1,-1,-1,1,No,Not sure,0,0,-2,53
No,-1,-1,15-30 days,1,-1,1,0,1,0,0,No,Not sure,2,-1,1,53
No,-1,-1,1-14 days,1,-1,0,-1,-1,1,-1,No,Not sure,-2,-2,-2,53
No,-1,-1,15-30 days,0,-1,-1,-1,-1,1,1,No,Not sure,-2,-4,0,53
No,-1,-1,31-60 days,-1,1,1,0,-1,1,-1,No,Not sure,0,-1,-1,53
No,-1,-1,31-60 days,-1,1,1,0,-1,-1,0,No,Not sure,-1,-1,-2,53
No,-1,-1,15-30 days,0,-1,1,0,1,0,0,No,Not sure,1,-2,1,53
No,-1,-1,Go out Every day,1,0,0,-1,-1,-1,0,No,Not sure,-2,-1,-3,53
No,-1,-1,Go out Every day,0,-1,1,1,-1,1,1,No,Not sure,2,-2,2,53
No,-1,-1,15-30 days,-1,0,0,-1,1,-1,1,No,Not sure,-1,-3,0,53
No,-1,-1,1-14 days,-1,0,1,-1,-1,1,1,No,Not sure,0,-2,0,53
No,-1,-1,31-60 days,-1,1,0,1,1,1,0,No,Not sure,3,-2,3,53
No,-1,-1,31-60 days,1,0,0,0,-1,0,0,No,Not sure,0,-1,-1,53
No,-1,-1,1-14 days,1,-1,-1,0,-1,1,-1,No,Not sure,-2,-3,-1,53
No,1,1,31-60 days,-1,0,-1,-1,1,1,0,No,No,-1,0,1,53
No,-1,-1,Go out Every day,0,-1,0,-1,1,1,1,No,Not sure,1,-3,2,53
No,-1,-1,Go out Every day,1,0,-1,-1,1,1,-1,No,Not sure,0,-2,0,53
No,-1,-1,1-14 days,0,-1,0,-1,1,1,0,No,Not sure,0,-3,1,53
No,-1,-1,31-60 days,-1,1,0,0,1,-1,1,No,Not sure,1,-2,1,53
No,-1,-1,1-14 days,1,-1,-1,-1,-1,0,1,No,Not sure,-2,-3,-1,53
No,-1,-1,31-60 days,1,1,0,1,-1,-1,0,No,Not sure,1,0,-1,53
No,-1,-1,Go out Every day,-1,1,0,-1,-1,0,1,No,Not sure,-1,-2,-1,53
No,-1,-1,More than 2 months,1,1,1,1,1,-1,0,No,Not sure,4,1,1,53
No,-1,-1,Go out Every day,-1,-1,0,-1,1,-1,0,No,Not sure,-3,-4,-1,53
No,-1,-1,1-14 days,-1,0,0,1,1,-1,-1,No,Not sure,-1,-3,0,53
No,1,1,15-30 days,1,-1,-1,-1,-1,-1,1,No,No,-3,1,-2,53
No,-1,-1,31-60 days,0,-1,0,0,-1,1,-1,No,Not sure,-2,-3,-1,53
No,-1,-1,Go out Every day,1,1,-1,0,-1,1,-1,No,Not sure,0,-1,-1,53
No,-1,-1,1-14 days,1,-1,1,0,1,0,0,No,Not sure,2,-1,1,53
No,-1,-1,15-30 days,1,-1,0,0,1,1,1,No,Not sure,3,-2,3,53
No,-1,-1,15-30 days,0,-1,1,1,-1,-1,0,No,Not sure,-1,-2,-1,53
No,-1,-1,15-30 days,-1,-1,0,1,1,1,-1,No,Not sure,0,-4,2,53
No,-1,-1,31-60 days,0,-1,0,-1,-1,1,-1,No,Not sure,-3,-3,-2,53
No,-1,-1,31-60 days,1,0,0,-1,-1,-1,1,No,Not sure,-1,-1,-2,53
No,-1,-1,1-14 days,1,-1,1,0,-1,-1,1,No,Not sure,0,-1,-1,53
No,-1,-1,Go out Every day,-1,1,-1,0,1,-1,0,No,Not sure,-1,-3,0,53
No,-1,-1,Go out Every day,1,1,-1,0,-1,0,0,No,Not sure,0,-1,-1,53
No,-1,-1,15-30 days,-1,0,-1,-1,1,1,0,No,Not sure,-1,-4,1,53
No,-1,-1,31-60 days,0,-1,-1,1,1,0,0,No,Not sure,0,-4,2,53
No,-1,-1,1-14 days,-1,0,0,1,-1,1,0,No,Not sure,0,-3,1,53
No,-1,-1,1-14 days,1,-1,0,1,1,-1,0,No,Not sure,1,-2,1,53
No,-1,-1,1-14 days,-1,1,-1,1,1,1,1,No,Not sure,3,-3,4,53
No,-1,-1,Go out Every day,-1,1,-1,1,-1,0,0,No,Not sure,-1,-3,0,53
No,-1,-1,More than 2 months,1,1,1,-1,1,0,-1,No,Not sure,2,1,-1,53
No,-1,-1,31-60 days,0,-1,-1,0,1,0,1,No,Not sure,0,-4,2,53
No,-1,-1,1-14 days,0,-1,-1,-1,1,0,1,No,Not sure,-1,-4,1,53
No,-1,-1,1-14 days,1,-1,1,-1,-1,0,0,No,Not sure,-1,-1,-2,53
No,-1,-1,15-30 days,1,-1,0,1,-1,0,0,No,Not sure,0,-2,0,53
No,-1,-1,31-60 days,1,0,0,-1,-1,1,1,No,Not sure,1,-1,0,53
No,-1,-1,Go out Every day,-1,1,-1,1,-1,0,1,No,Not sure,0,-3,1,53
No,-1,-1,More than 2 months,1,1,1,-1,1,1,-1,No,Not sure,3,1,0,53
No,-1,-1,31-60 days,0,-1,-1,0,1,0,0,No,Not sure,-1,-4,1,53
No,-1,-1,Go out Every day,0,-1,0,1,1,-1,0,No,Not sure,0,-3,1,53
No,-1,-1,Go out Every day,1,1,-1,-1,1,1,-1,No,Not sure,1,-1,0,53
No,-1,-1,More than 2 months,1,0,-1,0,1,0,1,No,Not sure,2,-2,2,53
No,-1,-1,More than 2 months,1,-1,0,-1,1,0,1,No,Not sure,1,-2,1,53
No,-1,-1,31-60 days,0,0,-1,0,1,-1,0,No,Not sure,-1,-3,0,53
No,-1,-1,1-14 days,-1,-1,-1,1,-1,1,0,No,Not sure,-2,-5,1,53
No,-1,-1,More than 2 months,-1,1,1,0,-1,0,0,No,Not sure,0,-1,-1,53
No,-1,-1,More than 2 months,-1,1,1,-1,1,1,-1,No,Not sure,1,-1,0,53
No,1,1,Go out Every day,1,-1,-1,1,-1,1,-1,No,No,-1,1,0,53
No,-1,-1,1-14 days,1,1,1,0,-1,0,-1,No,Not sure,1,1,-2,53
No,-1,-1,More than 2 months,-1,1,-1,0,1,1,-1,No,Not sure,0,-3,1,53
No,-1,-1,15-30 days,0,1,1,-1,-1,-1,-1,No,Not sure,-2,0,-4,53
No,-1,-1,31-60 days,1,-1,-1,1,1,-1,1,No,Not sure,1,-3,2,53
No,-1,-1,More than 2 months,-1,0,1,1,1,-1,-1,No,Not sure,0,-2,0,53
No,-1,-1,Go out Every day,-1,0,0,-1,-1,1,-1,No,Not sure,-3,-3,-2,53
No,-1,-1,31-60 days,1,-1,-1,1,1,1,0,No,Not sure,2,-3,3,53
No,-1,-1,More than 2 months,-1,0,1,0,-1,1,0,No,Not sure,0,-2,0,53
No,-1,-1,More than 2 months,-1,0,1,-1,1,-1,0,No,Not sure,-1,-2,-1,53
No,-1,-1,Go out Every day,0,-1,1,0,-1,-1,0,No,Not sure,-2,-2,-2,53
No,-1,-1,More than 2 months,-1,0,0,1,1,0,1,No,Not sure,2,-3,3,53
No,-1,-1,More than 2 months,-1,0,0,1,1,-1,-1,No,Not sure,-1,-3,0,53
No,-1,-1,15-30 days,-1,-1,-1,0,-1,0,0,No,Not sure,-4,-5,-1,53
No,-1,-1,More than 2 months,-1,0,0,0,-1,0,0,No,Not sure,-2,-3,-1,53
No,-1,-1,More than 2 months,-1,0,0,0,-1,-1,-1,No,Not sure,-4,-3,-3,53
No,-1,-1,1-14 days,1,1,1,-1,1,-1,1,No,Not sure,3,1,0,53
No,-1,-1,15-30 days,1,0,1,1,-1,1,-1,No,Not sure,2,0,0,53
No,-1,-1,More than 2 months,-1,0,-1,1,-1,-1,1,No,Not sure,-2,-4,0,53
No,-1,-1,Go out Every day,-1,0,0,0,-1,0,-1,No,Not sure,-3,-3,-2,53
No,-1,-1,More than 2 months,-1,-1,1,1,-1,-1,1,No,Not sure,-1,-3,0,53
No,-1,-1,More than 2 months,-1,-1,0,1,1,1,0,No,Not sure,1,-4,3,53
No,-1,-1,More than 2 months,-1,-1,0,1,1,1,-1,No,Not sure,0,-4,2,53
No,-1,-1,1-14 days,-1,-1,0,0,-1,-1,-1,No,Not sure,-5,-4,-3,53
No,-1,-1,More than 2 months,-1,-1,0,1,1,0,1,No,Not sure,1,-4,3,53
No,-1,-1,Go out Every day,-1,-1,1,0,-1,-1,0,No,Not sure,-3,-3,-2,53
No,-1,-1,31-60 days,1,1,1,-1,-1,1,0,No,Not sure,2,1,-1,53
